Record ID,Subject Heading,General Heading Note,Title,Number,Date,Geographic Location,Corporate Name,Personal Name
,,,,,,,"East Saint Louis Junction Railroad",
,,,,,,,"Edison Portland Cement Company",
,,,,,,,"Eureka-Nevada",
,,,,,,,"Fort Bragg Railroad",
,,,,,,,"Greyhound",
,,,,,,,"Gulf and Ship Island",
,,,,,,,"Hamilton Street Railway",
,,,,,,,"Harbor Belt Line Railroad",
,,,,,,,"Hobart Estate / Hobart Mills",
,,,,,,,"Ilwaco Railway and Navigation",
,,,,,,,"Keweenaw Central",
,,,,,,,"Towle Brothers",
,,,,,,,"United States Military Railroads",
,,,,,,,"Lamoille Valley",
,,,,,,,"Lehigh and New England",
,,,,,,,"Los Angeles and Independence",
,,,,,,,"Los Angeles, Pasadena and Glendale",
,,,,,,,"Amador Branch Railway / Railroad",
,,,,,,,"Randsburg Railway",
,,,,,,,"Richmond Belt",
,,,,,,,"San Jose and Almaden",
,,,,,,,"Union Belt",
,,,,,,,"New Mexico and Arizona",
,,,,,,,"New Orleans Terminal Company",
,,,,,,,"Oakland Terminal Railroad",
,,,,,,,"Okmulgee Northern",
,,,,,,,"Oregon and North Western",
,,,,,,,"Pittsburg, Shawmut and Northern",
,,,,,,,"Portland and Southwestern",
,,,,,,,"California.  Public Utilities Commission",
,,,,,,,"Orange and Alexandria",
,,,,,,,"Cape Cod Railway",
,,,,,,,"Lehigh Coal and Navigation Company",
,,,,,,,"Washington Terminal Company",
,,,,,,,"Altoona and Logan Valley Electric",
,,,,,,,"Cottonwood and Southern",
,,,,,,,"Duluth, Winnipeg and Pacific",
,,,,,,,"Duquesne Incline",
,,,,,,,"Glendale and Montrose",
,,,,,,,"High Country Railway",
,,,,,,,"Huckleberry Railroad",
,,,,,,,"Western Maryland Scenic Railroad",
,,,,,,,"Las Vegas and Tonopah",
,,,,,,,"Los Angeles and San Gabriel Valley",
,,,,,,,"Naugatuck Railroad",
,,,,,,,"Louisville and Frankfort",
,,,,,,,"Louisiana Eastern",
,,,,,,,"Virginia and Tennessee",
,,,,,,,"San Diego, Cuyamaca and Eastern",
,,,,,,,"San DIego Electric Railway",
,,,,,,,"San Diego, Pacific Beach and La Jolla",
,,,,,,,"Santa Cruz and Watsonville",
,,,,,,,"Sierra Valleys Railroad",
,,,,,,,"Southern Indiana",
,,,,,,,"Saint Joseph and Grand Island",
,,,,,,,"Saint Louis and O'Fallon",
,,,,,,,"Saint Louis, Brownsville and Mexico",
,,,,,,,"Saint Paul Union Depot COmpany",
,,,,,,,"Staten Island Rapid Transit",
,,,,,,,"Sutro Tunnel",
,,,,,,,"Tennessee Coal and Iron Railroad",
,,,,,,,"Toledo Terminal Railroad Company",
,,,,,,,"Tucson, Cornelia and Gila Bend",
,,,,,,,"Oak Creek Central Railway",
,,,,,,,"Pacific Power and Light Company",
,,,,,,,"United States.  Department of the Interior.  Bureau of Reclamation.  Grand Coulee Dam",
,,,,,,,"Washington State Ferries",
,,,,,,,"Wisconsin and Southern",
,,,,,,,"Yazoo and Mississippi Valley",
,,,,,,,"Castle Crag Lumber Company",
,,,,,,,"Cincinnati, Georgetown and Portsmouth",
,,,,,,,"Poway-Midland Railroad",
,,,,,,,"Rio Grande and South Park (Model)",
,,,,,,,"Rochester and Eastern Rapid Railway",
,,,,,,,"Port Authority Transit Corporation",
,,,,,,,"Troy Union Railroad",
,,,,,,,"Saint Louis Public Service Company",
,,,,,,,"Calgary Light Rapid Transit System",
,,,,,,,"Shaker Heights Rapid Transit",
,,,,,,,"Chicago Metropolitan Transportation System",
,,,,,,,"Old Pueblo Trolley",
,,,,,,,"Toronto Transportation Commission",
,,,,,,,"Wabash",
,,,,,,,"Wells Fargo",
,,,,,,,"Western Maryland",
,,,,,,,"Western Pacific",
,,,,,,,"West Jersey and Seashore",
,,,,,,,"Philadelphia, Easton and Water-Gap",
,,,,,,,"Nashville and Chattanooga",
,,,,,,,"Norfolk and Petersburg",
,,,,,,,"North Shore Scenic",
,,,,,,,"North Suburban Mass Transit District",
,,,,,,,"Little Miami",
,,,,,,,"Eccles and Eastern",
,,,,,,,"East Tennessee and Georgia",
,,,,,,,"Empire Mine",
,,,,,,,"Epsom Salts Railroad",
,,,,,,,"Manassas Gap",
,,,,,,,"Macon and Western",
,,,,,,,"Mad River and Lake Erie",
,,,,,,,"Metro",
,,,,,,,"Southern California Regional Rail Authority (Metrolink)",
,,,,,,,"Phillips-Judson Excursions",
,,,,,,,"Pickering Lackawanna",
,,,,,,,"Montgomery and West Point",
,,,,,,,"New York Connecting",
,,,,,,,"Olympia Railroad Union",
,,,,,,,"Trilby, San Antonio and Cypress",
,,,,,,,"Tioga Central",
,,,,,,,"Tuscumbia, Courtland and Decatur",
,,,,,,,"Utica and Schenectady",
,,,,,,,"Union Auto Transportation Company",
,,,,,,,"Yosemite Stage and Turnpike",
,,,,,,,"Vicksburg and Meridian",
,,,,,,,"Watertown and Rome",
,,,,,,,"Wilmington and Manchester",
,,,,,,,"Wilmington and Raleigh",
,,,,,,,"South Side Railroad of Virginia",
,,,,,,,"Southwestern Railroad of Virginia",
,,,,,,,"Baltimore and Susquehanna",
,,,,,,,"Britannia Copper Mine Railway",
,,,,,,,"Dayton, Springfield and Xenia",
,,,,,,,"Catawissa",
,,,,,,,"Cayuga and Susquehanna",
,,,,,,,"Central Pacific Corporation",
,,,,,,,"Claremont Railway",
,,,,,,,"Albany and West Stockbridge",
,,,,,,,"Atlantic and North Point",
,,,,,,,"Covington and Lexington",
,,,,,,,"Charlotte and South Carolina",
,,,,,,,"Danville and Sunbury Transit",
,,,,,,,"Indiana, Columbus and Eastern Traction Company",
,,,,,,,"El Paso Union Passenger Depot",
,,,,,,,"Aptos and Loma Prieta",
,,,,,,,"Crown Willamette Paper",
,,,,,,,"Gulf and Brazos Valley",
,,,,,,,"Gateway Western",
,,,,,,,"Los Angeles County Transportation Commission",
,,,,,,,"Sutro Railway",
,,,,,,,"United States Borax Company",
,,,,,,,"Winters and Ukiah",
,,,,,,,"Hudson Valley Railway",
,,,,,,,"Jamestown and Franklin",
,,,,,,,"Cincinnati Car Company",
,,,,,,,"Imperial Irrigation District",
,,,,,,,"Texas State Railroad",
,,,,,,,"Cincinnati Southern",
,,,,,,,"Atlantic Shore Line",
,,,,,,,"Branson Scenic Railway",
,,,,,,,"Dayton, City Transit Company of",
,,,,,,,"Stanislaus and Mariposa",
,,,,,,,"Tillamook Bay, Port of, Railroad",
,,,,,,,"Springfield and Northeastern",
,,,,,,,"Railway Express Agency",
,,,,,,,"Wanamaker, Kempton and Southern",
,,,,,,,"Indiana and Illinois Central",
,,,,,,,"Lake Ontario Shore",
,,,,,,,"San Joaquin Regional Rail Commission",
,,,,,,,"Norfolk and Southern",
,,,,,,,"Northern Railroad",
,,,,,,,"California and Arizona National",
,,,,,,,"Baltimore and Ohio Express Company",
,,,,,,,"San Francisco Central Pacific",
,,,,,,,"San Jacinto Valley",
,,,,,,,"Sierra Pacific Coast",
,,,,,,,"J. J. Walser and Company",
,,,,,,,"Sacramento Valley and Placerville",
,,,,,,,"Saint Louis, Peoria and Northern",
,,,,,,,"Twin Cities Transit",
,,,,,,,"North Coast Railroad Authority",
,,,,,,,"Pacific Coast Stage Company",
,,,,,,,"California Central",
,,,,,,,"Michigan United Traction",
,,,,,,,"Burlington Northern Santa Fe Corporation",
,,,,,,,"Santa Cruz County Regional Transportation Commission",
,,,,,,,"Swanton Pacific Railroad Society",
,,,,,,,"Sierra Valley and Mohawk Railroad",
,,,,,,,"Chicago Junction Railway",
,,,,,,,"Minnesota Zephyr",
,,,,,,,"Middletown and Hummelstown",
,,,,,,,"New Orleans, Baton Rouge and Vicksburg",
,,,,,,,"New Georgia",
,,,,,,,"West Virginia Northern",
,,,,,,,"Tulare Valley Railroad",
,,,,,,,"Pittsburgh, Columbus and Cincinnati",
,,,,,,,"Knox and Kane Railroad",
,,,,,,,"Toppenish Simcoe and Western Railroad / Yakima Valley Rail and Steam Museum Associaion",
,,,,,,,"Wayne County Chamber of Commerce / Stourbridge Rail Excursion",
,,,,,,,"Willamette Shore Trolley / Oregon Electric Railway Historical Society",
,,,,,,,"White Mountain Central",
,,,,,,,"Abilene and Smoky Valley",
,,,,,,,"Ashland Pioneer Tunnel Coal Mine",
,,,,,,,"Austin and Texas Central",
,,,,,,,"Charleston and Savannah",
,,,,,,,"Chehalis-Centralia",
,,,,,,,"Gibson Lines",
,,,,,,,"Salem Light and Traction",
,,,,,,,"San Rafael and San Quentin",
,,,,,,,"San Pedro and Southwestern",
,,,,,,,"Southeastern Michigan Transportation Authority / SEMTA",
,,,,,,,"I and O Scenic Railway",
,,,,,,,"Cape Cod Scenic Railroad",
,,,,,,,"Dear River Grand Trunk",
,,,,,,,"Delaware and Ulster",
,,,,,,,"Rochester-Genesee Regional Transportation Authority",
,,,,,,,"Terre Haute and Alton",
,,,,,,,"Toledo Edison  Company",
,,,,,,,"Seaside and Brooklyn Elevated Railway",
,,,,,,,"South Simcoe Railway",
,,,,,,,"California Northern (1864-1886)",
,,,,,,,"Spirit of Oregon Dinner Train",
,,,,,,,"Santa Fe Southern Railway",
,,,,,,,"Los Angeles and Redondo",
,,,,,,,"Bay Coast Railroad",
,,,,,,,"Berkeley Branch Railroad",
,,,,,,,"Verde Canyon Railroad",
,,,,,,,"Manns Creek Railroad",
,,,,,,,"Spirit of Washington Dinner Train",
,,,,,,,"Metropolitan Rail / Pace",
,,,,,,,"New Hampshire Aerial Tramway",
,,,,,,,"San Pablo and Tulare",
,,,,,,,"San Joaquin and Yosemite",
,,,,,,,"San Jose and Almaden",
,,,,,,,"Snoqualamie Valley Railroad",
,,,,,,,"California and Texas",
,,,,,,,"Pasadena and Mount Wilson Railway",
,,,,,,,"Sonoma and Marin",
,,,,,,,"San Diego and Gila",
,,,,,,,"San Diego and Gila Southern Pacific and Atlantic",
,,,,,,,"Stockton Port Belt Railway",
,,,,,,,"Winnipesaukee Railroad",
,,,,,,,"My Old Kentucky Dinner Train",
,,,,,,,"South Haven and Eastern",
,,,,,,,"Iowa State Clipper Dinner Train",
,,,,,,,"Terminal Railway",
,,,,,,,"Southern Pacific Branch Railway",
,,,,,,,"Miniature Railroads: L. A. Thompson Scenic Railway",
,,,,,,,"Humboldt Loggin",
,,,,,,,"Los Angeles and Pacific",
,,,,,,,"Los Angeles and San Diego",
,,,,,,,"Lake George Steamboat Company",
,,,,,,,"Albany Southern",
,,,,,,,"Colusa and Chico",
,,,,,,,"Crescent City and Smith River",
,,,,,,,"Mendocino Railroad",
,,,,,,,"Metro Area Express (MAX)",
,,,,,,,"Metropolitan Transit System",
,,,,,,,"Northeast Illinois Railroad Coporation",
,,,,,,,"Selma and Meridian",
,,,,,,,"Detroit United Railway / Rapid Railway System / Detroit Monroe and Toledo Short Line",
,,,,,,,"Charleston-Hamburg",
,,,,,,,"Danville, Olney and Ohio River",
,,,,,,,"Crab Orchard and Egyptian",
,,,,,,,"Eastern Texas",
,,,,,,,"Asheville and East Tennessee",
,,,,,,,"Saginaw and Western",
,,,,,,,"Chicago Elevated",
,,,,,,,"Maine Coast Railroad",
,,,,,,,"New York Metropolitan Transportation Authority",
,,,,,,,"Kanas City Railway and Light Company",
,,,,,,,"United Railways and Electric Company of Baltimore",
,,,,,,,"Bucchianeri and Cahilld",
,,,,,,,"San Antonio Public Service Company",
,,,,,,,"Rock Island, Arkansas and Louisiana",
,,,,,,,"Chicago Terminal Transfer",
,,,,,,,"Wabash Pittsburg Terminal",
,,,,,,,"Kansas City and Pittsburg",
,,,,,,,"New York, Pacific and Chicago",
,,,,,,,"Little Kanawha",
,,,,,,,"Denver and Southwestern",
,,,,,,,"Detroit, Mackinac and Marquette",
,,,,,,,"Boston Terminal Company",
,,,,,,,"Great Northern Railway of Canada",
,,,,,,,"Nashville and Eastern",
,,,,,,,"New Orleans, Mobile and Chicago",
,,,,,,,"New York and New Jersey",
,,,,,,,"North Carolina Railroad",
,,,,,,,"Union Pacific Coal Company / Porter Fuel Company / Superior Coal Company",
"1456","Trains.  Passenger",,"Coast Daylight",,,,"Southern Pacific",
"1457","Trains.  Passenger",,"Coast Daylight",,,,"Southern Pacific",
"1458","Trains.  Passenger",,"Coast Daylight",,"Jun. 11, 1954",,"Southern Pacific",
"1459","Trains.  Passenger",,"Coast Daylight",,"Sep. 26, 1954",,"Southern Pacific",
"1460","Trains.  Passenger",,"Coast Daylight",,"1955",,"Southern Pacific",
"1461","Trains.  Passenger",,"Coast Daylight",,"Apr. 24, 1955",,"Southern Pacific",
"1462","Trains.  Passenger",,"Coast Daylight",,"Oct. 10, 1955",,"Southern Pacific",
"1463","Trains.  Passenger",,"Coast Daylight",,"May 1956",,"Southern Pacific",
"1464","Trains.  Passenger",,"Coast Daylight",,"Sep. 30, 1956",,"Southern Pacific",
"1465","Trains.  Passenger",,"Coast Daylight",,"Jun. 1957",,"Southern Pacific",
"1466","Trains.  Passenger",,"Coast Daylight",,"Jan. 1958",,"Southern Pacific",
"1467","Trains.  Passenger",,"Coast Daylight",,"Apr. 26, 1959",,"Southern Pacific",
"1468","Trains.  Passenger",,"Coast Daylight",,"Aug. 17, 1959",,"Southern Pacific",
"1469","Trains.  Passenger",,"Coast Daylight",,"Oct. 28, 1962",,"Southern Pacific",
"1470","Trains.  Passenger",,"Coast Daylight",,"Feb. 13, 1964",,"Southern Pacific",
"1471","Trains.  Passenger",,"Coast Daylight",,"Jul. 15, 1964",,"Southern Pacific",
"1472","Trains.  Passenger",,"Coast Daylight",,"Feb. 1, 1965",,"Southern Pacific",
"1473","Trains.  Passenger",,"Coast Daylight",,"1969",,"Southern Pacific",
"1474","Trains.  Passenger",,"Coaster",,,,"Southern Pacific",
"1475","Trains.  Passenger",,"Daylight. History",,,,"Southern Pacific",
"1476","Trains.  Passenger",,"Daylight.",,"Jun. 27, 1927",,"Southern Pacific",
"1477","Trains.  Passenger",,"Daylight.",,"Aug. 12, 1927",,"Southern Pacific",
"1478","Trains.  Passenger",,"Daylight.",,"Sep. 24, 1927",,"Southern Pacific",
"1479","Trains.  Passenger",,"Daylight.",,"Nov. 10, 1927",,"Southern Pacific",
"1480","Trains.  Passenger",,"Daylight.",,"Mar. 12, 1928",,"Southern Pacific",
"1481","Trains.  Passenger",,"Daylight.",,"Jan. 15, 1930",,"Southern Pacific",
"1482","Trains.  Passenger",,"Daylight.",,"May 22, 1930",,"Southern Pacific",
"1483","Trains.  Passenger",,"Daylight.",,"Mar. 1, 1939",,"Southern Pacific",
"1484","Trains.  Passenger",,"Daylight.",,"Jun. 1, 1939",,"Southern Pacific",
"1485","Trains.  Passenger",,"Daylight.",,"Jul. 22, 1939",,"Southern Pacific",
"1486","Trains.  Passenger",,"Daylight.",,"Aug. 20, 1946",,"Southern Pacific",
"1487","Trains.  Passenger",,"Daylight.",,"Apr. 23, 1947",,"Southern Pacific",
"1488","Trains.  Passenger",,"Daylight.",,"Jul. 14, 1950",,"Southern Pacific",
"1489","Trains.  Passenger",,"Daylight Limited",,"Dec. 28, 1924",,"Southern Pacific",
"1490","Trains.  Passenger",,"Daylight Limited",,"Aug. 6, 1925",,"Southern Pacific",
"1491","Trains.  Passenger",,"Daylight Limited",,"Feb. 5, 1926",,"Southern Pacific",
"1492","Trains.  Passenger",,"Daylight Limited",,"Feb. 24, 1926",,"Southern Pacific",
"1493","Trains.  Passenger",,"Daylight Limited",,"Mar. 20, 1926",,"Southern Pacific",
"1494","Trains.  Passenger",,"Daylight Limited",,"Aug. 26, 1926",,"Southern Pacific",
"1495","Trains.  Passenger",,"Daylight Limited",,"Aug. 31, 1926",,"Southern Pacific",
"1496","Trains.  Passenger",,"Daylight Limited",,"Oct. 11, 1926",,"Southern Pacific",
"1497","Trains.  Passenger",,"Daylight Limited",,"1927",,"Southern Pacific",
"1498","Trains.  Passenger",,"Daylight Limited",,"Feb. 23, 1927",,"Southern Pacific",
"1499","Trains.  Passenger",,"Daylight Limited",,"Feb. 28, 1927",,"Southern Pacific",
"1500","Trains.  Passenger",,"Del Monte",,,,"Southern Pacific",
"1501","Trains.  Passenger",,"Del Monte.  Discontinuances",,,,"Southern Pacific",
"1502","Trains.  Passenger",,"History",,,,"Southern Pacific",
"1503","Trains.  Passenger",,"Forty-Niner",,,,"Southern Pacific",
"1504","Trains.  Passenger",,"Forty-Niner",,"Dec. 1938",,"Southern Pacific",
"1505","Trains.  Passenger",,"Forty-Niner",,"Jul. 1937",,"Southern Pacific",
"1506","Trains.  Passenger",,"Gold Coast Limited",,,,"Southern Pacific",
"1507","Trains.  Passenger",,"Golden State",,,,"Southern Pacific",
"1508","Trains.  Passenger",,"Golden State.  Discontinuances",,,,"Southern Pacific",
"1509","Trains.  Passenger",,"Golden State Limited",,,,"Southern Pacific",
"1510","Trains.  Passenger",,"Golden State Limited",,"Dec. 7, 1911",,"Southern Pacific",
"1511","Trains.  Passenger",,"Golden State Limited",,"Apr. 29, 1915",,"Southern Pacific",
"1512","Trains.  Passenger",,"Golden State Limited",,"1916",,"Southern Pacific",
"1513","Trains.  Passenger",,"Golden State Limited",,"Dec. 1924",,"Southern Pacific",
"1514","Trains.  Passenger",,"Golden State Limited",,"Nov. 1926",,"Southern Pacific",
"1515","Trains.  Passenger",,"Golden State Limited",,"Sep. 1932",,"Southern Pacific",
"1516","Trains.  Passenger",,"Golden State Limited",,"Mar. 1936",,"Southern Pacific",
"1517","Trains.  Passenger",,"Golden State Limited",,"Jun. 11, 1939",,"Southern Pacific",
"1518","Trains.  Passenger",,"Golden State Limited",,"May 18, 1946",,"Southern Pacific",
"1519","Trains.  Passenger",,"Golden State Limited",,"Nov. 1946",,"Southern Pacific",
"1520","Trains.  Passenger",,"Golden State",,,,"Southern Pacific",
"1521","Trains.  Passenger",,"Golden State",,"Mar. 14, 1947",,"Southern Pacific",
"1522","Trains.  Passenger",,"Golden State",,"Jun. 1947",,"Southern Pacific",
"1523","Trains.  Passenger",,"Golden State",,"Nov. 4, 1947",,"Southern Pacific",
"1524","Trains.  Passenger",,"Golden State",,"Dec. 1947",,"Southern Pacific",
"1525","Trains.  Passenger",,"Golden State",,"Jan. 1948",,"Southern Pacific",
"1526","Trains.  Passenger",,"Golden State",,"Apr. 1948",,"Southern Pacific",
"1527","Trains.  Passenger",,"Golden State",,"Apr. 29, 1951",,"Southern Pacific",
"1528","Trains.  Passenger",,"Golden State",,"Nov. 1952",,"Southern Pacific",
"1529","Trains.  Passenger",,"Golden State",,"Dec. 1954",,"Southern Pacific",
"1530","Trains.  Passenger",,"Golden State",,"Jun. 27, 1955",,"Southern Pacific",
"1531","Trains.  Passenger",,"Golden State",,"Jul. 1955",,"Southern Pacific",
"1532","Trains.  Passenger",,"Golden State",,"Jun. 15, 1956",,"Southern Pacific",
"1533","Trains.  Passenger",,"Golden State",,"Aug. 1956",,"Southern Pacific",
"1534","Trains.  Passenger",,"Golden State Special",,"Apr. 1889",,"Southern Pacific",
"1535","Trains.  Passenger",,"Imperial",,,,"Southern Pacific",
"1536","Trains.  Passenger",,"Imperial",,"Oct. 6, 1946",,"Southern Pacific",
"1537","Trains.  Passenger",,"Imperial",,"Jun. 2, 1947",,"Southern Pacific",
"1538","Trains.  Passenger",,"Klamath",,"Feb. 1931",,"Southern Pacific",
"1539","Trains.  Passenger",,"Lark",,,,"Southern Pacific",
"1540","Trains.  Passenger",,"Lark.  History",,,,"Southern Pacific",
"1541","Trains.  Passenger",,"Lark",,"Sep. 14, 1949",,"Southern Pacific",
"1542","Trains.  Passenger",,"Lark",,"May 1953",,"Southern Pacific",
"1543","Trains.  Passenger",,"Lark",,"Mar. 1956",,"Southern Pacific",
"1544","Trains.  Passenger",,"Morning Daylight",,"Mar. 30, 1940",,"Southern Pacific",
"1545","Trains.  Passenger",,"Morning Daylight",,"Jun. 26, 1940",,"Southern Pacific",
"1546","Trains.  Passenger",,"Morning Daylight",,"Mar. 15, 1941",,"Southern Pacific",
"1547","Trains.  Passenger",,"Morning Daylight",,"Mar. 1, 1942",,"Southern Pacific",
"1548","Trains.  Passenger",,"Morning Daylight",,"Dec. 15, 1943",,"Southern Pacific",
"1549","Trains.  Passenger",,"Morning Daylight",,"Sep. 1, 1944",,"Southern Pacific",
"1550","Trains.  Passenger",,"Morning Daylight",,"Oct. 15, 1944",,"Southern Pacific",
"1551","Trains.  Passenger",,"Morning Daylight",,"Aug. 20, 1945",,"Southern Pacific",
"1552","Trains.  Passenger",,"Morning Daylight",,"Jun. 2, 1946",,"Southern Pacific",
"1553","Trains.  Passenger",,"Morning Daylight",,"Jan. 2, 1947",,"Southern Pacific",
"1554","Trains.  Passenger",,"Morning Daylight",,"May 1, 1947",,"Southern Pacific",
"1555","Trains.  Passenger",,"Morning Daylight",,"Oct. 1, 1948",,"Southern Pacific",
"1556","Trains.  Passenger",,"Morning Daylight",,"Jan. 25, 1949",,"Southern Pacific",
"1557","Trains.  Passenger",,"Morning Daylight",,"Aug. 5, 1949",,"Southern Pacific",
"1558","Trains.  Passenger",,"Morning Daylight",,"1950",,"Southern Pacific",
"1559","Trains.  Passenger",,"Morning Daylight",,"Jul. 14, 1950",,"Southern Pacific",
"1560","Trains.  Passenger",,"Morning Daylight",,"Nov. 3, 1950",,"Southern Pacific",
"1561","Trains.  Passenger",,"Morning Daylight",,"1951",,"Southern Pacific",
"1562","Trains.  Passenger",,"Morning Daylight",,"Oct. 26, 1951",,"Southern Pacific",
"1563","Trains.  Passenger",,"Noon Daylight",,,,"Southern Pacific",
"1564","Trains.  Passenger",,"Noon Daylight",,"Mar. 30, 1940",,"Southern Pacific",
"1565","Trains.  Passenger",,"Noon Daylight",,"Jan. 15, 1941",,"Southern Pacific",
"1566","Trains.  Passenger",,"Noon Daylight",,"Mar. 15, 1941",,"Southern Pacific",
"1567","Trains.  Passenger",,"Noon Daylight",,"Jul. 25, 1941",,"Southern Pacific",
"1568","Trains.  Passenger",,"Noon Daylight",,"Aug. 28, 1941",,"Southern Pacific",
"1569","Trains.  Passenger",,"Noon Daylight",,"Aug. 1, 1947",,"Southern Pacific",
"1570","Trains.  Passenger",,"Noon Daylight",,"Sep. 2, 1948",,"Southern Pacific",
"1571","Trains.  Passenger",,"Noon Daylight",,"Dec. 17, 1948",,"Southern Pacific",
"1572","Trains.  Passenger",,"Noon Daylight",,"Jun. 28, 1949",,"Southern Pacific",
"1573","Trains.  Passenger",,"Noon Daylight",,"Aug. 23, 1949",,"Southern Pacific",
"1574","Trains.  Passenger",,"Oakland Lark",,"Aug. 1953",,"Southern Pacific",
"1575","Trains.  Passenger",,"Oregonian",,"Jan. 1938",,"Southern Pacific",
"1576","Trains.  Passenger",,"Overland.  Discontinuance",,,,"Southern Pacific",
"1577","Trains.  Passenger",,"Overland Limited.  History",,,,"Southern Pacific",
"1578","Trains.  Passenger",,"Overland Limited",,,,"Southern Pacific",
"1579","Trains.  Passenger",,"Overland Limited",,"Nov. 1926",,"Southern Pacific",
"1580","Trains.  Passenger",,"Overland Limited",,"Dec. 1929",,"Southern Pacific",
"1581","Trains.  Passenger",,"Overland Limited",,"1930",,"Southern Pacific",
"1582","Trains.  Passenger",,"Overland Limited",,"Mar. 14, 1947",,"Southern Pacific",
"1583","Trains.  Passenger",,"Overland",,"Mar. 1956",,"Southern Pacific",
"1584","Trains.  Passenger",,"Overland",,"Jun. 1958",,"Southern Pacific",
"1585","Trains.  Passenger",,"Owl",,,,"Southern Pacific",
"1586","Trains.  Passenger",,"Pacific",,"Nov. 10, 1946",,"Southern Pacific",
"1587","Trains.  Passenger",,"Pacific Limited",,,,"Southern Pacific",
"1588","Trains.  Passenger",,"Pacific Limited",,"Jun. 10, 1940",,"Southern Pacific",
"1589","Trains.  Passenger",,"Pacific Limited",,"Jun. 10, 1940",,"Southern Pacific",
"1590","Trains.  Passenger",,"Panama Limited",,"Jul. 8, 1946",,"Southern Pacific",
"1591","Trains.  Passenger",,"Sacramento Daylight",,,,"Southern Pacific",
"1592","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Jul. 20, 1946",,"Southern Pacific",
"1593","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Aug. 20, 1947",,"Southern Pacific",
"1594","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Apr. 19, 1949",,"Southern Pacific",
"1595","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Jul. 10, 1949",,"Southern Pacific",
"1596","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Aug. 15, 1949",,"Southern Pacific",
"1597","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Oct. 17, 1949",,"Southern Pacific",
"598","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Nov. 8, 1951",,"Southern Pacific",
"1599","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Mar. 1, 1952",,"Southern Pacific",
"1600","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Apr. 5, 1954",,"Southern Pacific",
"1601","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Apr. 24, 1955",,"Southern Pacific",
"1602","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Jul. 15, 1955",,"Southern Pacific",
"1603","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Sep. 30, 1956",,"Southern Pacific",
"1604","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Apr. 28, 1957",,"Southern Pacific",
"1605","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Apr. 27, 1958",,"Southern Pacific",
"1606","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Sep. 28, 1958",,"Southern Pacific",
"1607","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Apr. 26, 1959",,"Southern Pacific",
"1608","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Sep. 25, 1959",,"Southern Pacific",
"1609","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Sep. 25, 1960",,"Southern Pacific",
"1610","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Sep. 20, 1963",,"Southern Pacific",
"1611","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Jul. 15, 1964",,"Southern Pacific",
"1612","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Dec. 30, 1964",,"Southern Pacific",
"1613","Trains.  Passenger",,"Sacramento Daylight / San Joaquin Daylight",,"Apr. 12, 1965",,"Southern Pacific",
"1614","Trains.  Passenger",,"San Joaquin Daylight.  History",,,,"Southern Pacific",
"1615","Trains.  Passenger",,"San Joaquin Daylight",,,,"Southern Pacific",
"1616","Trains.  Passenger",,"San Joaquin Daylight",,"Nov. 10, 1927",,"Southern Pacific",
"1617","Trains.  Passenger",,"San Joaquin Daylight",,"Oct. 5, 1941",,"Southern Pacific",
"1618","Trains.  Passenger",,"San Joaquin Daylight",,"Jun. 19, 1942",,"Southern Pacific",
"1619","Trains.  Passenger",,"San Joaquin Daylight",,"Jul. 10, 1942",,"Southern Pacific",
"1620","Trains.  Passenger",,"San Joaquin Daylight",,"Sep. 15, 1942",,"Southern Pacific",
"1621","Trains.  Passenger",,"San Joaquin Daylight",,"Aug. 15, 1943",,"Southern Pacific",
"1622","Trains.  Passenger",,"San Joaquin Daylight",,"May 25, 1945",,"Southern Pacific",
"1623","Trains.  Passenger",,"San Joaquin Daylight",,"Aug. 20, 1945",,"Southern Pacific",
"1624","Trains.  Passenger",,"San Joaquin Daylight",,"Apr. 14, 1946",,"Southern Pacific",
